docname,topic,proportion
Bible_page_2458.txt,020,0.66712
Bible_page_2458.txt,011,0.19784
Bible_page_2458.txt,000,0.13504
Bible_page_2331.txt,003,0.42203
Bible_page_2331.txt,024,0.211819
Bible_page_2331.txt,029,0.144103
Bible_page_2331.txt,011,0.137815
Bible_page_2331.txt,001,0.084233
Bible_page_547.txt,009,0.501701
Bible_page_547.txt,008,0.250869
Bible_page_547.txt,022,0.178039
Bible_page_547.txt,016,0.069391
GuruGranth_page_894.txt,021,0.746543
GuruGranth_page_894.txt,001,0.191939
GuruGranth_page_894.txt,004,0.061519
GuruGranth_page_1395.txt,021,0.53582
GuruGranth_page_1395.txt,012,0.159726
GuruGranth_page_1395.txt,001,0.13669
GuruGranth_page_1395.txt,004,0.128125
GuruGranth_page_1395.txt,025,0.039638
GuruGranth_page_920.txt,004,0.643183
GuruGranth_page_920.txt,006,0.286907
GuruGranth_page_920.txt,003,0.06991
Bible_page_2214.txt,003,0.503414
Bible_page_2214.txt,010,0.496586
GuruGranth_page_409.txt,021,0.55645
GuruGranth_page_409.txt,012,0.235618
GuruGranth_page_409.txt,001,0.207931
Bible_page_531.txt,009,0.944663
Bible_page_531.txt,019,0.055337
Bible_page_1584.txt,010,0.394737
Bible_page_1584.txt,002,0.230171
Bible_page_1584.txt,025,0.177666
Bible_page_1584.txt,022,0.155142
Bible_page_1584.txt,000,0.042285
Bible_page_351.txt,017,0.904467
Bible_page_351.txt,009,0.095533
Bible_page_636.txt,029,0.426165
Bible_page_636.txt,008,0.397637
Bible_page_636.txt,023,0.109055
Bible_page_636.txt,024,0.067143
Quran_page_22.txt,030,0.635394
Quran_page_22.txt,002,0.155363
Quran_page_22.txt,003,0.091236
Quran_page_22.txt,024,0.083655
Quran_page_22.txt,011,0.034351
GuruGranth_page_1168.txt,004,0.447678
GuruGranth_page_1168.txt,012,0.384803
GuruGranth_page_1168.txt,001,0.105381
GuruGranth_page_1168.txt,021,0.062138
Bible_page_2003.txt,005,0.799785
Bible_page_2003.txt,016,0.141541
Bible_page_2003.txt,033,0.058674
GuruGranth_page_21.txt,004,0.518842
GuruGranth_page_21.txt,012,0.223753
GuruGranth_page_21.txt,021,0.149534
GuruGranth_page_21.txt,006,0.107872
Bible_page_404.txt,009,1.0
GuruGranth_page_734.txt,004,0.260836
GuruGranth_page_734.txt,021,0.224762
GuruGranth_page_734.txt,012,0.185581
GuruGranth_page_734.txt,001,0.180094
GuruGranth_page_734.txt,006,0.148727
GuruGranth_page_926.txt,021,0.379025
GuruGranth_page_926.txt,006,0.331875
GuruGranth_page_926.txt,001,0.2891
GuruGranth_page_1016.txt,001,0.480223
GuruGranth_page_1016.txt,012,0.302443
GuruGranth_page_1016.txt,021,0.191287
GuruGranth_page_1016.txt,006,0.026047
GuruGranth_page_1270.txt,021,0.570575
GuruGranth_page_1270.txt,001,0.16715
GuruGranth_page_1270.txt,004,0.162906
GuruGranth_page_1270.txt,006,0.099368
GuruGranth_page_947.txt,004,0.794746
GuruGranth_page_947.txt,012,0.190733
GuruGranth_page_947.txt,003,0.014521
Bible_page_1755.txt,002,0.686503
Bible_page_1755.txt,005,0.313497
GuruGranth_page_37.txt,004,0.523147
GuruGranth_page_37.txt,006,0.476853
Bible_page_2297.txt,024,0.668881
Bible_page_2297.txt,018,0.088325
Bible_page_2297.txt,020,0.084608
Bible_page_2297.txt,028,0.080608
Bible_page_2297.txt,016,0.049026
Bible_page_2297.txt,026,0.028553
Quran_page_72.txt,030,0.614365
Quran_page_72.txt,000,0.192789
Quran_page_72.txt,003,0.136284
Quran_page_72.txt,007,0.056562
Bible_page_1795.txt,005,0.811229
Bible_page_1795.txt,019,0.120155
Bible_page_1795.txt,001,0.068616
Bible_page_1702.txt,005,0.570662
Bible_page_1702.txt,018,0.228289
Bible_page_1702.txt,002,0.175108
Bible_page_1702.txt,008,0.025942
Bible_page_648.txt,008,0.453317
Bible_page_648.txt,029,0.327974
Bible_page_648.txt,009,0.218708
Bible_page_1248.txt,000,1.0
Bible_page_1569.txt,002,0.306815
Bible_page_1569.txt,013,0.16602
Bible_page_1569.txt,022,0.143491
Bible_page_1569.txt,010,0.141167
Bible_page_1569.txt,019,0.089732
Bible_page_1569.txt,027,0.079773
Bible_page_1569.txt,033,0.073003
Bible_page_1717.txt,005,0.513747
Bible_page_1717.txt,013,0.229233
Bible_page_1717.txt,009,0.15027
Bible_page_1717.txt,000,0.106751
Bible_page_2591.txt,020,0.344156
Bible_page_2591.txt,011,0.271286
Bible_page_2591.txt,032,0.170272
Bible_page_2591.txt,000,0.139762
Bible_page_2591.txt,005,0.074524
GuruGranth_page_1232.txt,004,0.625163
GuruGranth_page_1232.txt,021,0.199921
GuruGranth_page_1232.txt,006,0.084988
GuruGranth_page_1232.txt,012,0.052186
GuruGranth_page_1232.txt,001,0.037742
Bible_page_1173.txt,000,0.586941
Bible_page_1173.txt,010,0.312693
Bible_page_1173.txt,028,0.100366
Bible_page_1026.txt,023,0.938638
Bible_page_1026.txt,034,0.061362
Quran_page_89.txt,030,0.772296
Quran_page_89.txt,004,0.085749
Quran_page_89.txt,002,0.082378
Quran_page_89.txt,007,0.051719
Quran_page_89.txt,003,0.007858
GuruGranth_page_608.txt,021,0.358264
GuruGranth_page_608.txt,006,0.274368
GuruGranth_page_608.txt,012,0.187654
GuruGranth_page_608.txt,001,0.179714
Bible_page_1835.txt,005,0.879044
Bible_page_1835.txt,019,0.120956
GuruGranth_page_1169.txt,004,0.341341
GuruGranth_page_1169.txt,021,0.311611
GuruGranth_page_1169.txt,012,0.308002
GuruGranth_page_1169.txt,001,0.035723
GuruGranth_page_1169.txt,006,0.003322
GuruGranth_page_136.txt,006,0.459361
GuruGranth_page_136.txt,001,0.247662
GuruGranth_page_136.txt,021,0.192907
GuruGranth_page_136.txt,003,0.10007
GuruGranth_page_759.txt,001,0.40449
GuruGranth_page_759.txt,021,0.228373
GuruGranth_page_759.txt,004,0.152291
GuruGranth_page_759.txt,012,0.108948
GuruGranth_page_759.txt,006,0.105898
Bible_page_1756.txt,005,0.553049
Bible_page_1756.txt,002,0.23984
Bible_page_1756.txt,010,0.207111
Bible_page_2171.txt,016,0.859927
Bible_page_2171.txt,027,0.102949
Bible_page_2171.txt,006,0.037125
Bible_page_2434.txt,020,0.272747
Bible_page_2434.txt,022,0.206359
Bible_page_2434.txt,016,0.173109
Bible_page_2434.txt,011,0.131556
Bible_page_2434.txt,013,0.122754
Bible_page_2434.txt,006,0.093475
Gita_page_85.txt,007,1.0
Bible_page_1961.txt,000,0.42161
Bible_page_1961.txt,010,0.305594
Bible_page_1961.txt,005,0.207045
Bible_page_1961.txt,015,0.065751
Bible_page_1793.txt,005,0.593304
Bible_page_1793.txt,019,0.219832
Bible_page_1793.txt,027,0.186863
Gita_page_126.txt,007,1.0
Bible_page_781.txt,014,0.623667
Bible_page_781.txt,017,0.32089
Bible_page_781.txt,001,0.055442
Bible_page_873.txt,018,0.637019
Bible_page_873.txt,033,0.251808
Bible_page_873.txt,014,0.078684
Bible_page_873.txt,005,0.032489
GuruGranth_page_482.txt,012,0.740065
GuruGranth_page_482.txt,006,0.223594
GuruGranth_page_482.txt,030,0.030396
GuruGranth_page_482.txt,007,0.005944
GuruGranth_page_153.txt,004,0.400069
GuruGranth_page_153.txt,021,0.306912
GuruGranth_page_153.txt,012,0.199524
GuruGranth_page_153.txt,003,0.05294
GuruGranth_page_153.txt,006,0.040556
GuruGranth_page_690.txt,001,0.539831
GuruGranth_page_690.txt,012,0.32361
GuruGranth_page_690.txt,021,0.136559
GuruGranth_page_397.txt,001,0.543776
GuruGranth_page_397.txt,004,0.252673
GuruGranth_page_397.txt,012,0.122315
GuruGranth_page_397.txt,006,0.081235
GuruGranth_page_725.txt,021,0.471423
GuruGranth_page_725.txt,006,0.187742
GuruGranth_page_725.txt,001,0.144167
GuruGranth_page_725.txt,012,0.142682
GuruGranth_page_725.txt,004,0.053986
GuruGranth_page_872.txt,012,0.745059
GuruGranth_page_872.txt,021,0.15257
GuruGranth_page_872.txt,001,0.089834
GuruGranth_page_872.txt,006,0.012537
GuruGranth_page_2.txt,004,0.352562
GuruGranth_page_2.txt,001,0.176356
GuruGranth_page_2.txt,012,0.16764
GuruGranth_page_2.txt,011,0.161579
GuruGranth_page_2.txt,007,0.141862
Bible_page_681.txt,029,1.0
GuruGranth_page_1022.txt,004,0.748742
GuruGranth_page_1022.txt,012,0.129017
GuruGranth_page_1022.txt,001,0.095108
GuruGranth_page_1022.txt,007,0.027133
Bible_page_1855.txt,014,0.651986
Bible_page_1855.txt,005,0.280288
Bible_page_1855.txt,033,0.067726
Bible_page_2534.txt,011,0.532699
Bible_page_2534.txt,000,0.232234
Bible_page_2534.txt,020,0.1559
Bible_page_2534.txt,006,0.079166
Bible_page_1884.txt,018,0.253982
Bible_page_1884.txt,013,0.253933
Bible_page_1884.txt,010,0.24681
Bible_page_1884.txt,027,0.102436
Bible_page_1884.txt,025,0.083017
Bible_page_1884.txt,002,0.059822
Bible_page_1067.txt,014,0.555146
Bible_page_1067.txt,018,0.213421
Bible_page_1067.txt,013,0.139552
Bible_page_1067.txt,033,0.091881
Bible_page_570.txt,002,0.326493
Bible_page_570.txt,008,0.309649
Bible_page_570.txt,009,0.294313
Bible_page_570.txt,034,0.069544
GuruGranth_page_485.txt,012,0.604847
GuruGranth_page_485.txt,001,0.219718
GuruGranth_page_485.txt,021,0.143538
GuruGranth_page_485.txt,007,0.01815
GuruGranth_page_485.txt,000,0.013747
Bible_page_1370.txt,027,0.936506
Bible_page_1370.txt,000,0.063494
Bible_page_2123.txt,024,0.578865
Bible_page_2123.txt,016,0.287489
Bible_page_2123.txt,030,0.133646
Bible_page_2481.txt,020,0.972973
Bible_page_2481.txt,011,0.027027
GuruGranth_page_216.txt,021,0.530483
GuruGranth_page_216.txt,001,0.256902
GuruGranth_page_216.txt,006,0.212615
Bible_page_1085.txt,019,0.34073
Bible_page_1085.txt,003,0.272801
Bible_page_1085.txt,032,0.206857
Bible_page_1085.txt,008,0.179611
Bible_page_1451.txt,000,0.482046
Bible_page_1451.txt,013,0.291776
Bible_page_1451.txt,010,0.226178
Bible_page_421.txt,013,0.277097
Bible_page_421.txt,005,0.259491
Bible_page_421.txt,016,0.199063
Bible_page_421.txt,027,0.164347
Bible_page_421.txt,017,0.100002
GuruGranth_page_1190.txt,012,0.525656
GuruGranth_page_1190.txt,021,0.215554
GuruGranth_page_1190.txt,006,0.128577
GuruGranth_page_1190.txt,008,0.075288
GuruGranth_page_1190.txt,001,0.054925
GuruGranth_page_1188.txt,012,0.432583
GuruGranth_page_1188.txt,004,0.366659
GuruGranth_page_1188.txt,021,0.177188
GuruGranth_page_1188.txt,001,0.02357
GuruGranth_page_303.txt,004,0.62235
GuruGranth_page_303.txt,006,0.090569
GuruGranth_page_303.txt,021,0.088946
GuruGranth_page_303.txt,008,0.06424
GuruGranth_page_303.txt,011,0.057912
GuruGranth_page_303.txt,012,0.054786
GuruGranth_page_303.txt,003,0.021196
Bible_page_38.txt,002,0.464804
Bible_page_38.txt,000,0.451004
Bible_page_38.txt,034,0.084192
Bible_page_1166.txt,000,1.0
Bible_page_1419.txt,000,1.0
Bible_page_2302.txt,024,0.508885
Bible_page_2302.txt,005,0.230544
Bible_page_2302.txt,016,0.186744
Bible_page_2302.txt,030,0.073827
Taoist_page_78.txt,031,0.551247
Taoist_page_78.txt,007,0.252252
Taoist_page_78.txt,008,0.196501
Quran_page_51.txt,030,0.728045
Quran_page_51.txt,011,0.118114
Quran_page_51.txt,003,0.106075
Quran_page_51.txt,016,0.047765
Bible_page_2121.txt,024,0.624045
Bible_page_2121.txt,010,0.163389
Bible_page_2121.txt,011,0.15208
Bible_page_2121.txt,017,0.060486
Bible_page_1053.txt,014,0.682148
Bible_page_1053.txt,005,0.268579
Bible_page_1053.txt,018,0.049273
Bible_page_1838.txt,002,0.474614
Bible_page_1838.txt,005,0.367771
Bible_page_1838.txt,001,0.092373
Bible_page_1838.txt,029,0.065242
Bible_page_1092.txt,034,1.0
Bible_page_638.txt,013,0.405546
Bible_page_638.txt,002,0.25158
Bible_page_638.txt,029,0.193004
Bible_page_638.txt,009,0.057897
Bible_page_638.txt,024,0.047984
Bible_page_638.txt,033,0.043988
GuruGranth_page_1053.txt,004,0.889662
GuruGranth_page_1053.txt,001,0.062991
GuruGranth_page_1053.txt,012,0.030655
GuruGranth_page_1053.txt,006,0.016691
Bible_page_2271.txt,016,0.50377
Bible_page_2271.txt,024,0.337932
Bible_page_2271.txt,000,0.158298
Bible_page_2227.txt,010,0.771635
Bible_page_2227.txt,016,0.228365
Bible_page_89.txt,032,0.550211
Bible_page_89.txt,002,0.265199
Bible_page_89.txt,005,0.14636
Bible_page_89.txt,001,0.038229
Bible_page_513.txt,009,0.55061
Bible_page_513.txt,003,0.44939
Bible_page_1466.txt,000,0.654972
Bible_page_1466.txt,022,0.265287
Bible_page_1466.txt,031,0.079741
Bible_page_1578.txt,002,0.554414
Bible_page_1578.txt,022,0.275326
Bible_page_1578.txt,016,0.17026
GuruGranth_page_310.txt,004,0.556872
GuruGranth_page_310.txt,021,0.201467
GuruGranth_page_310.txt,006,0.20003
GuruGranth_page_310.txt,012,0.031867
GuruGranth_page_310.txt,001,0.009764
Bible_page_975.txt,014,0.384925
Bible_page_975.txt,034,0.258413
Bible_page_975.txt,002,0.186026
Bible_page_975.txt,015,0.086692
Bible_page_975.txt,028,0.083944
Bible_page_224.txt,017,0.623267
Bible_page_224.txt,028,0.322123
Bible_page_224.txt,013,0.05461
GuruGranth_page_1084.txt,021,0.433959
GuruGranth_page_1084.txt,001,0.351651
GuruGranth_page_1084.txt,006,0.113297
GuruGranth_page_1084.txt,012,0.101093
GuruGranth_page_1078.txt,001,0.430347
GuruGranth_page_1078.txt,021,0.265045
GuruGranth_page_1078.txt,012,0.16175
GuruGranth_page_1078.txt,004,0.083985
GuruGranth_page_1078.txt,007,0.058873
GuruGranth_page_1094.txt,006,0.434828
GuruGranth_page_1094.txt,004,0.36025
GuruGranth_page_1094.txt,012,0.158522
GuruGranth_page_1094.txt,001,0.046401
GuruGranth_page_365.txt,004,0.406924
GuruGranth_page_365.txt,012,0.367468
GuruGranth_page_365.txt,021,0.113974
GuruGranth_page_365.txt,006,0.089154
GuruGranth_page_365.txt,030,0.02248
Bible_page_1325.txt,025,0.493825
Bible_page_1325.txt,027,0.263797
Bible_page_1325.txt,000,0.242379
Bible_page_2191.txt,024,0.368429
Bible_page_2191.txt,016,0.36574
Bible_page_2191.txt,002,0.143932
Bible_page_2191.txt,003,0.121899
GuruGranth_page_645.txt,004,0.76855
GuruGranth_page_645.txt,012,0.132447
GuruGranth_page_645.txt,001,0.099003
Bible_page_1931.txt,005,0.547451
Bible_page_1931.txt,010,0.186122
Bible_page_1931.txt,019,0.138713
Bible_page_1931.txt,000,0.127713
Bible_page_2580.txt,000,0.523081
Bible_page_2580.txt,020,0.202407
Bible_page_2580.txt,016,0.184061
Bible_page_2580.txt,032,0.090451
Bible_page_2544.txt,011,0.581375
Bible_page_2544.txt,020,0.329888
Bible_page_2544.txt,006,0.088737
Bible_page_2523.txt,020,0.645541
Bible_page_2523.txt,003,0.354459
Taoist_page_83.txt,007,1.0
Bible_page_1850.txt,014,0.554692
Bible_page_1850.txt,028,0.445308
GuruGranth_page_770.txt,004,0.738568
GuruGranth_page_770.txt,006,0.261432
Bible_page_1463.txt,000,0.859542
Bible_page_1463.txt,014,0.140458
GuruGranth_page_1294.txt,021,0.428488
GuruGranth_page_1294.txt,012,0.328569
GuruGranth_page_1294.txt,001,0.141991
GuruGranth_page_1294.txt,006,0.100952
GuruGranth_page_194.txt,021,0.418775
GuruGranth_page_194.txt,001,0.313578
GuruGranth_page_194.txt,012,0.172185
GuruGranth_page_194.txt,000,0.095462
Bible_page_2109.txt,024,0.461236
Bible_page_2109.txt,002,0.226203
Bible_page_2109.txt,011,0.141859
Bible_page_2109.txt,008,0.088489
Bible_page_2109.txt,026,0.082213
GuruGranth_page_1052.txt,004,0.916834
GuruGranth_page_1052.txt,012,0.060155
GuruGranth_page_1052.txt,007,0.02301
Bible_page_1562.txt,010,0.676384
Bible_page_1562.txt,000,0.145801
Bible_page_1562.txt,022,0.089027
Bible_page_1562.txt,016,0.088788
Bible_page_776.txt,028,0.548841
Bible_page_776.txt,014,0.451159
Bible_page_1905.txt,022,0.216862
Bible_page_1905.txt,013,0.202432
Bible_page_1905.txt,009,0.178328
Bible_page_1905.txt,006,0.16082
Bible_page_1905.txt,019,0.157698
Bible_page_1905.txt,008,0.083861
Bible_page_169.txt,017,0.625621
Bible_page_169.txt,010,0.197017
Bible_page_169.txt,008,0.177362
Bible_page_1485.txt,006,0.541017
Bible_page_1485.txt,010,0.316144
Bible_page_1485.txt,013,0.142839
Bible_page_921.txt,009,0.514223
Bible_page_921.txt,003,0.288482
Bible_page_921.txt,032,0.128623
Bible_page_921.txt,015,0.068671
GuruGranth_page_30.txt,004,0.608292
GuruGranth_page_30.txt,006,0.256805
GuruGranth_page_30.txt,021,0.127499
GuruGranth_page_30.txt,012,0.007403
Bible_page_1158.txt,022,0.734695
Bible_page_1158.txt,000,0.265305
Bible_page_1294.txt,010,0.417657
Bible_page_1294.txt,025,0.285381
Bible_page_1294.txt,000,0.224546
Bible_page_1294.txt,018,0.072416
GuruGranth_page_1233.txt,004,0.874026
GuruGranth_page_1233.txt,001,0.081933
GuruGranth_page_1233.txt,012,0.044041
Bible_page_1310.txt,002,0.464432
Bible_page_1310.txt,025,0.247925
Bible_page_1310.txt,027,0.153389
Bible_page_1310.txt,008,0.134255
GuruGranth_page_489.txt,004,0.458447
GuruGranth_page_489.txt,021,0.230647
GuruGranth_page_489.txt,006,0.165643
GuruGranth_page_489.txt,012,0.112466
GuruGranth_page_489.txt,003,0.032796
Bible_page_767.txt,027,0.499853
Bible_page_767.txt,018,0.244291
Bible_page_767.txt,002,0.203357
Bible_page_767.txt,029,0.052499
Bible_page_183.txt,028,1.0
GuruGranth_page_1026.txt,004,0.429066
GuruGranth_page_1026.txt,012,0.317411
GuruGranth_page_1026.txt,006,0.233263
GuruGranth_page_1026.txt,031,0.02026
Bible_page_816.txt,010,0.344657
Bible_page_816.txt,002,0.332495
Bible_page_816.txt,009,0.177222
Bible_page_816.txt,033,0.145626
Bible_page_1531.txt,010,0.507944
Bible_page_1531.txt,005,0.492056
GuruGranth_page_1406.txt,021,0.801534
GuruGranth_page_1406.txt,004,0.083987
GuruGranth_page_1406.txt,003,0.063755
GuruGranth_page_1406.txt,007,0.050723
GuruGranth_page_537.txt,006,0.48822
GuruGranth_page_537.txt,021,0.333785
GuruGranth_page_537.txt,004,0.138223
GuruGranth_page_537.txt,012,0.039773
GuruGranth_page_1051.txt,004,0.868842
GuruGranth_page_1051.txt,012,0.093861
GuruGranth_page_1051.txt,006,0.037297
Bible_page_2283.txt,024,0.557959
Bible_page_2283.txt,016,0.442041
Bible_page_1870.txt,018,0.728898
Bible_page_1870.txt,000,0.209816
Bible_page_1870.txt,033,0.061286
GuruGranth_page_957.txt,021,0.319742
GuruGranth_page_957.txt,006,0.294405
GuruGranth_page_957.txt,004,0.23088
GuruGranth_page_957.txt,001,0.154973
GuruGranth_page_600.txt,004,0.563394
GuruGranth_page_600.txt,012,0.226553
GuruGranth_page_600.txt,021,0.173256
GuruGranth_page_600.txt,000,0.036797
GuruGranth_page_1396.txt,021,0.794529
GuruGranth_page_1396.txt,012,0.100586
GuruGranth_page_1396.txt,004,0.06298
GuruGranth_page_1396.txt,007,0.041904
Bible_page_2081.txt,011,0.493229
Bible_page_2081.txt,002,0.263969
Bible_page_2081.txt,013,0.242802
Bible_page_1250.txt,000,0.450469
Bible_page_1250.txt,027,0.231283
Bible_page_1250.txt,025,0.221127
Bible_page_1250.txt,033,0.09712
GuruGranth_page_1356.txt,001,0.585519
GuruGranth_page_1356.txt,012,0.15987
GuruGranth_page_1356.txt,004,0.107732
GuruGranth_page_1356.txt,021,0.077298
GuruGranth_page_1356.txt,007,0.047115
GuruGranth_page_1356.txt,000,0.022467
GuruGranth_page_952.txt,004,0.494121
GuruGranth_page_952.txt,012,0.356189
GuruGranth_page_952.txt,015,0.081465
GuruGranth_page_952.txt,001,0.036848
GuruGranth_page_952.txt,007,0.031378
Bible_page_392.txt,019,0.740413
Bible_page_392.txt,009,0.225293
Bible_page_392.txt,016,0.034294
GuruGranth_page_1277.txt,021,0.382924
GuruGranth_page_1277.txt,006,0.35891
GuruGranth_page_1277.txt,001,0.258166
GuruGranth_page_394.txt,021,0.689248
GuruGranth_page_394.txt,001,0.255687
GuruGranth_page_394.txt,006,0.055066
Bible_page_218.txt,028,0.94393
Bible_page_218.txt,034,0.05607
Bible_page_860.txt,014,0.723485
Bible_page_860.txt,018,0.262386
Bible_page_860.txt,005,0.01413
Bible_page_1272.txt,000,0.545983
Bible_page_1272.txt,025,0.269545
Bible_page_1272.txt,002,0.124414
Bible_page_1272.txt,029,0.060058
Bible_page_2275.txt,024,0.599454
Bible_page_2275.txt,016,0.251811
Bible_page_2275.txt,020,0.07846
Bible_page_2275.txt,011,0.070275
GuruGranth_page_1370.txt,012,0.972591
GuruGranth_page_1370.txt,006,0.027409
GuruGranth_page_340.txt,012,0.512738
GuruGranth_page_340.txt,007,0.199934
GuruGranth_page_340.txt,006,0.178163
GuruGranth_page_340.txt,010,0.094289
GuruGranth_page_340.txt,003,0.014876
Bible_page_1298.txt,027,0.537883
Bible_page_1298.txt,010,0.29951
Bible_page_1298.txt,013,0.104445
Bible_page_1298.txt,000,0.058162
Bible_page_1790.txt,027,0.328242
Bible_page_1790.txt,019,0.223205
Bible_page_1790.txt,010,0.172879
Bible_page_1790.txt,005,0.155059
Bible_page_1790.txt,028,0.120615
Bible_page_1699.txt,002,0.444207
Bible_page_1699.txt,005,0.280368
Bible_page_1699.txt,018,0.275425
GuruGranth_page_835.txt,006,0.735434
GuruGranth_page_835.txt,021,0.181867
GuruGranth_page_835.txt,012,0.082699
GuruGranth_page_517.txt,001,0.459035
GuruGranth_page_517.txt,004,0.383179
GuruGranth_page_517.txt,012,0.127667
GuruGranth_page_517.txt,007,0.030118
Bible_page_1730.txt,002,0.472521
Bible_page_1730.txt,010,0.31291
Bible_page_1730.txt,022,0.214569
Bible_page_1405.txt,000,0.687929
Bible_page_1405.txt,027,0.312071
Bible_page_1871.txt,018,0.776921
Bible_page_1871.txt,016,0.143061
Bible_page_1871.txt,010,0.080018
GuruGranth_page_533.txt,001,0.485977
GuruGranth_page_533.txt,012,0.211785
GuruGranth_page_533.txt,006,0.192151
GuruGranth_page_533.txt,021,0.096389
GuruGranth_page_533.txt,007,0.013698
GuruGranth_page_1144.txt,001,0.528993
GuruGranth_page_1144.txt,004,0.306338
GuruGranth_page_1144.txt,012,0.140778
GuruGranth_page_1144.txt,000,0.023891
Bible_page_2265.txt,016,0.812086
Bible_page_2265.txt,024,0.187914
Bible_page_1822.txt,010,0.571284
Bible_page_1822.txt,002,0.162657
Bible_page_1822.txt,005,0.143923
Bible_page_1822.txt,019,0.122136
Bible_page_1601.txt,025,0.327508
Bible_page_1601.txt,005,0.25863
Bible_page_1601.txt,027,0.20423
Bible_page_1601.txt,022,0.087835
Bible_page_1601.txt,008,0.076157
Bible_page_1601.txt,006,0.045639
Bible_page_1229.txt,000,0.629045
Bible_page_1229.txt,027,0.370955
GuruGranth_page_8.txt,004,0.607087
GuruGranth_page_8.txt,001,0.253718
GuruGranth_page_8.txt,025,0.074814
GuruGranth_page_8.txt,007,0.054806
GuruGranth_page_8.txt,012,0.009574
Bible_page_2431.txt,020,0.464034
Bible_page_2431.txt,016,0.427918
Bible_page_2431.txt,030,0.108049
GuruGranth_page_545.txt,006,0.469026
GuruGranth_page_545.txt,001,0.305302
GuruGranth_page_545.txt,021,0.185895
GuruGranth_page_545.txt,007,0.039778
Bible_page_1385.txt,025,0.446146
Bible_page_1385.txt,002,0.270826
Bible_page_1385.txt,005,0.176022
Bible_page_1385.txt,000,0.107006
Bible_page_2139.txt,024,0.703103
Bible_page_2139.txt,003,0.277564
Bible_page_2139.txt,016,0.019333
GuruGranth_page_624.txt,021,0.49225
GuruGranth_page_624.txt,001,0.354142
GuruGranth_page_624.txt,004,0.129061
GuruGranth_page_624.txt,006,0.024548
Bible_page_1880.txt,010,0.70897
Bible_page_1880.txt,002,0.148086
Bible_page_1880.txt,018,0.142945
Taoist_page_80.txt,007,0.545375
Taoist_page_80.txt,031,0.454624
GuruGranth_page_91.txt,012,0.79127
GuruGranth_page_91.txt,001,0.192063
GuruGranth_page_91.txt,007,0.016667
Bible_page_508.txt,009,0.642373
Bible_page_508.txt,002,0.198652
Bible_page_508.txt,028,0.148097
Bible_page_508.txt,003,0.010878
Bible_page_1888.txt,010,0.986142
Bible_page_1888.txt,018,0.013858
GuruGranth_page_1421.txt,004,0.703381
GuruGranth_page_1421.txt,006,0.296619
Bible_page_867.txt,023,0.72163
Bible_page_867.txt,018,0.141986
Bible_page_867.txt,014,0.136385
Bible_page_113.txt,019,0.720233
Bible_page_113.txt,032,0.179953
Bible_page_113.txt,006,0.099814
Taoist_page_85.txt,007,0.608164
Taoist_page_85.txt,031,0.391836
Bible_page_74.txt,002,0.468175
Bible_page_74.txt,013,0.260943
Bible_page_74.txt,032,0.180903
Bible_page_74.txt,003,0.089978
GuruGranth_page_11.txt,004,0.313862
GuruGranth_page_11.txt,001,0.266903
GuruGranth_page_11.txt,012,0.180346
GuruGranth_page_11.txt,006,0.139232
GuruGranth_page_11.txt,003,0.099657
Bible_page_2561.txt,028,0.45253
Bible_page_2561.txt,001,0.252229
Bible_page_2561.txt,011,0.153134
Bible_page_2561.txt,033,0.073238
Bible_page_2561.txt,017,0.068869
Bible_page_1390.txt,000,0.820087
Bible_page_1390.txt,002,0.179913
Bible_page_327.txt,017,1.0
Bible_page_2577.txt,020,0.803671
Bible_page_2577.txt,016,0.113468
Bible_page_2577.txt,000,0.082861
Bible_page_1291.txt,027,0.552035
Bible_page_1291.txt,000,0.298696
Bible_page_1291.txt,002,0.149269
GuruGranth_page_830.txt,004,0.52289
GuruGranth_page_830.txt,012,0.338316
GuruGranth_page_830.txt,001,0.126854
GuruGranth_page_830.txt,006,0.01194
Bible_page_2006.txt,005,0.698195
Bible_page_2006.txt,016,0.249467
Bible_page_2006.txt,000,0.052338
GuruGranth_page_659.txt,006,0.793921
GuruGranth_page_659.txt,021,0.112061
GuruGranth_page_659.txt,001,0.094018
Bible_page_615.txt,002,0.574876
Bible_page_615.txt,013,0.425124
Bible_page_733.txt,029,0.339367
Bible_page_733.txt,008,0.251988
Bible_page_733.txt,009,0.23713
Bible_page_733.txt,000,0.171515
GuruGranth_page_290.txt,007,0.328614
GuruGranth_page_290.txt,004,0.29904
GuruGranth_page_290.txt,012,0.219601
GuruGranth_page_290.txt,001,0.139596
GuruGranth_page_290.txt,006,0.013149
Bible_page_2372.txt,024,0.427722
Bible_page_2372.txt,020,0.22269
Bible_page_2372.txt,015,0.170119
Bible_page_2372.txt,032,0.09662
Bible_page_2372.txt,011,0.082849
GuruGranth_page_458.txt,006,0.453671
GuruGranth_page_458.txt,001,0.367391
GuruGranth_page_458.txt,004,0.111895
GuruGranth_page_458.txt,021,0.067043
GuruGranth_page_418.txt,004,0.625446
GuruGranth_page_418.txt,012,0.237058
GuruGranth_page_418.txt,021,0.074629
GuruGranth_page_418.txt,003,0.054641
GuruGranth_page_418.txt,006,0.008226
Bible_page_1453.txt,000,1.0
GuruGranth_page_773.txt,006,0.395715
GuruGranth_page_773.txt,021,0.277374
GuruGranth_page_773.txt,004,0.234524
GuruGranth_page_773.txt,001,0.092387
Bible_page_1284.txt,025,1.0
