docname,topic,proportion
Bible_page_2268.txt,024,0.521927
Bible_page_2268.txt,016,0.417118
Bible_page_2268.txt,013,0.060955
Bible_page_2361.txt,011,0.619591
Bible_page_2361.txt,008,0.305011
Bible_page_2361.txt,001,0.057943
Bible_page_2361.txt,003,0.017455
GuruGranth_page_560.txt,006,0.852327
GuruGranth_page_560.txt,021,0.124166
GuruGranth_page_560.txt,012,0.023507
Bible_page_1005.txt,018,0.750049
Bible_page_1005.txt,009,0.249951
Quran_page_90.txt,030,0.814819
Quran_page_90.txt,003,0.099899
Quran_page_90.txt,011,0.060344
Quran_page_90.txt,004,0.024938
GuruGranth_page_711.txt,001,0.436407
GuruGranth_page_711.txt,006,0.313097
GuruGranth_page_711.txt,012,0.218564
GuruGranth_page_711.txt,025,0.031932
Bible_page_2403.txt,020,1.0
Bible_page_1412.txt,000,0.661148
Bible_page_1412.txt,027,0.183483
Bible_page_1412.txt,022,0.155369
Bible_page_495.txt,019,0.591222
Bible_page_495.txt,015,0.287371
Bible_page_495.txt,013,0.121407
Bible_page_2451.txt,020,0.555607
Bible_page_2451.txt,010,0.310543
Bible_page_2451.txt,031,0.133849
Bible_page_1483.txt,027,0.404414
Bible_page_1483.txt,028,0.172891
Bible_page_1483.txt,006,0.170734
Bible_page_1483.txt,014,0.145664
Bible_page_1483.txt,002,0.106297
GuruGranth_page_1035.txt,004,0.489983
GuruGranth_page_1035.txt,012,0.324233
GuruGranth_page_1035.txt,001,0.139043
GuruGranth_page_1035.txt,007,0.04674
Bible_page_1473.txt,000,0.960506
Bible_page_1473.txt,022,0.039494
Bible_page_2244.txt,024,0.874211
Bible_page_2244.txt,002,0.125789
Bible_page_1576.txt,002,0.506922
Bible_page_1576.txt,013,0.252497
Bible_page_1576.txt,027,0.200388
Bible_page_1576.txt,010,0.040193
Gita_page_100.txt,007,0.979361
Gita_page_100.txt,003,0.020639
GuruGranth_page_646.txt,004,0.810839
GuruGranth_page_646.txt,006,0.092431
GuruGranth_page_646.txt,000,0.036219
GuruGranth_page_646.txt,003,0.034879
GuruGranth_page_646.txt,001,0.025632
GuruGranth_page_704.txt,001,0.414428
GuruGranth_page_704.txt,006,0.306771
GuruGranth_page_704.txt,012,0.26185
GuruGranth_page_704.txt,007,0.016951
GuruGranth_page_581.txt,006,0.642655
GuruGranth_page_581.txt,004,0.317262
GuruGranth_page_581.txt,000,0.040083
GuruGranth_page_1118.txt,021,0.454607
GuruGranth_page_1118.txt,001,0.303199
GuruGranth_page_1118.txt,006,0.239372
GuruGranth_page_1118.txt,012,0.002822
Bible_page_1091.txt,034,1.0
Bible_page_2261.txt,016,0.421754
Bible_page_2261.txt,024,0.339326
Bible_page_2261.txt,011,0.16511
Bible_page_2261.txt,000,0.07381
Quran_page_28.txt,030,0.796916
Quran_page_28.txt,007,0.091978
Quran_page_28.txt,008,0.062303
Quran_page_28.txt,006,0.048802
Bible_page_1439.txt,000,1.0
GuruGranth_page_349.txt,012,0.409399
GuruGranth_page_349.txt,004,0.23878
GuruGranth_page_349.txt,001,0.235756
GuruGranth_page_349.txt,031,0.049875
GuruGranth_page_349.txt,006,0.045094
GuruGranth_page_349.txt,007,0.021096
Bible_page_792.txt,002,0.4413
Bible_page_792.txt,014,0.294832
Bible_page_792.txt,009,0.256885
Bible_page_792.txt,008,0.006983
Bible_page_1255.txt,013,0.302533
Bible_page_1255.txt,027,0.28853
Bible_page_1255.txt,002,0.27027
Bible_page_1255.txt,025,0.138667
GuruGranth_page_1353.txt,001,0.562439
GuruGranth_page_1353.txt,012,0.27763
GuruGranth_page_1353.txt,006,0.159931
GuruGranth_page_1411.txt,012,0.420907
GuruGranth_page_1411.txt,006,0.260408
GuruGranth_page_1411.txt,004,0.130224
GuruGranth_page_1411.txt,007,0.066133
GuruGranth_page_1411.txt,015,0.047347
GuruGranth_page_1411.txt,000,0.040676
GuruGranth_page_1411.txt,030,0.034304
Bible_page_1434.txt,000,0.925213
Bible_page_1434.txt,011,0.074787
Bible_page_380.txt,017,0.45412
Bible_page_380.txt,033,0.415231
Bible_page_380.txt,013,0.097195
Bible_page_380.txt,003,0.033454
Bible_page_1745.txt,022,0.665917
Bible_page_1745.txt,000,0.334083
Bible_page_490.txt,027,0.528864
Bible_page_490.txt,017,0.323352
Bible_page_490.txt,009,0.147784
GuruGranth_page_90.txt,004,0.447062
GuruGranth_page_90.txt,012,0.295031
GuruGranth_page_90.txt,001,0.217589
GuruGranth_page_90.txt,003,0.040318
Bible_page_2122.txt,024,0.670645
Bible_page_2122.txt,000,0.215338
Bible_page_2122.txt,001,0.114017
Bible_page_735.txt,008,0.418454
Bible_page_735.txt,029,0.367986
Bible_page_735.txt,034,0.114117
Bible_page_735.txt,018,0.099444
Bible_page_2359.txt,011,0.66836
Bible_page_2359.txt,024,0.253857
Bible_page_2359.txt,001,0.077783
GuruGranth_page_745.txt,006,0.455236
GuruGranth_page_745.txt,001,0.397418
GuruGranth_page_745.txt,004,0.110601
GuruGranth_page_745.txt,007,0.036745
Bible_page_446.txt,013,0.815473
Bible_page_446.txt,003,0.184527
GuruGranth_page_214.txt,001,0.363442
GuruGranth_page_214.txt,004,0.246388
GuruGranth_page_214.txt,012,0.202906
GuruGranth_page_214.txt,021,0.187264
Bible_page_1443.txt,000,0.685773
Bible_page_1443.txt,027,0.20043
Bible_page_1443.txt,022,0.113797
Bible_page_2130.txt,016,0.422047
Bible_page_2130.txt,024,0.330497
Bible_page_2130.txt,005,0.129538
Bible_page_2130.txt,014,0.117918
GuruGranth_page_558.txt,004,0.917561
GuruGranth_page_558.txt,012,0.04354
GuruGranth_page_558.txt,006,0.038899
GuruGranth_page_328.txt,012,0.904169
GuruGranth_page_328.txt,010,0.055552
GuruGranth_page_328.txt,007,0.040279
GuruGranth_page_283.txt,004,0.531091
GuruGranth_page_283.txt,001,0.263873
GuruGranth_page_283.txt,012,0.117275
GuruGranth_page_283.txt,007,0.08776
GuruGranth_page_1350.txt,012,0.833171
GuruGranth_page_1350.txt,004,0.066108
GuruGranth_page_1350.txt,007,0.053876
GuruGranth_page_1350.txt,003,0.046845
GuruGranth_page_123.txt,004,0.725624
GuruGranth_page_123.txt,012,0.114575
GuruGranth_page_123.txt,001,0.080958
GuruGranth_page_123.txt,021,0.078844
Bible_page_2231.txt,024,0.666723
Bible_page_2231.txt,002,0.138031
Bible_page_2231.txt,010,0.125472
Bible_page_2231.txt,026,0.069774
Bible_page_2202.txt,003,0.363501
Bible_page_2202.txt,010,0.257143
Bible_page_2202.txt,015,0.196249
Bible_page_2202.txt,024,0.183107
GuruGranth_page_722.txt,004,0.235326
GuruGranth_page_722.txt,006,0.229939
GuruGranth_page_722.txt,012,0.22694
GuruGranth_page_722.txt,001,0.182826
GuruGranth_page_722.txt,010,0.077403
GuruGranth_page_722.txt,003,0.030127
GuruGranth_page_722.txt,000,0.017439
GuruGranth_page_1120.txt,001,0.585838
GuruGranth_page_1120.txt,012,0.269878
GuruGranth_page_1120.txt,006,0.144284
Bible_page_349.txt,017,0.827452
Bible_page_349.txt,000,0.172548
Quran_page_35.txt,030,0.835471
Quran_page_35.txt,001,0.060755
Quran_page_35.txt,008,0.0568
Quran_page_35.txt,002,0.046974
Bible_page_1689.txt,005,0.652391
Bible_page_1689.txt,018,0.224474
Bible_page_1689.txt,002,0.123135
GuruGranth_page_56.txt,004,0.474628
GuruGranth_page_56.txt,012,0.299773
GuruGranth_page_56.txt,006,0.194863
GuruGranth_page_56.txt,001,0.030735
Bible_page_121.txt,019,0.736505
Bible_page_121.txt,016,0.22033
Bible_page_121.txt,002,0.043164
Bible_page_1912.txt,000,0.600182
Bible_page_1912.txt,009,0.155343
Bible_page_1912.txt,019,0.134734
Bible_page_1912.txt,010,0.109742
Bible_page_948.txt,029,0.560841
Bible_page_948.txt,009,0.383844
Bible_page_948.txt,008,0.055315
Bible_page_163.txt,003,0.585046
Bible_page_163.txt,017,0.366784
Bible_page_163.txt,019,0.04817
Bible_page_2428.txt,011,0.959666
Bible_page_2428.txt,020,0.040334
Bible_page_465.txt,013,0.860189
Bible_page_465.txt,032,0.080062
Bible_page_465.txt,020,0.059749
GuruGranth_page_15.txt,004,0.331242
GuruGranth_page_15.txt,012,0.316834
GuruGranth_page_15.txt,001,0.140967
GuruGranth_page_15.txt,006,0.129672
GuruGranth_page_15.txt,000,0.04591
GuruGranth_page_15.txt,003,0.035374
Bible_page_2468.txt,011,0.729491
Bible_page_2468.txt,020,0.196308
Bible_page_2468.txt,000,0.074201
GuruGranth_page_60.txt,004,0.617082
GuruGranth_page_60.txt,012,0.218031
GuruGranth_page_60.txt,001,0.113177
GuruGranth_page_60.txt,006,0.05171
Bible_page_245.txt,033,0.535599
Bible_page_245.txt,017,0.464401
Bible_page_861.txt,014,0.535256
Bible_page_861.txt,023,0.311045
Bible_page_861.txt,008,0.153698
Bible_page_1475.txt,000,0.948026
Bible_page_1475.txt,010,0.051974
Bible_page_273.txt,013,0.7983
Bible_page_273.txt,016,0.082534
Bible_page_273.txt,033,0.065086
Bible_page_273.txt,000,0.05408
GuruGranth_page_840.txt,004,0.766979
GuruGranth_page_840.txt,021,0.093074
GuruGranth_page_840.txt,012,0.076655
GuruGranth_page_840.txt,003,0.063292
Bible_page_524.txt,009,0.85225
Bible_page_524.txt,015,0.14775
Bible_page_2529.txt,020,0.697012
Bible_page_2529.txt,011,0.302988
GuruGranth_page_603.txt,006,0.439637
GuruGranth_page_603.txt,004,0.432355
GuruGranth_page_603.txt,021,0.07699
GuruGranth_page_603.txt,012,0.051018
GuruGranth_page_953.txt,004,0.477662
GuruGranth_page_953.txt,012,0.186499
GuruGranth_page_953.txt,006,0.170751
GuruGranth_page_953.txt,003,0.069575
GuruGranth_page_953.txt,001,0.048258
GuruGranth_page_953.txt,007,0.047256
GuruGranth_page_168.txt,021,0.696878
GuruGranth_page_168.txt,006,0.179326
GuruGranth_page_168.txt,012,0.102032
GuruGranth_page_168.txt,001,0.021764
GuruGranth_page_398.txt,021,0.405501
GuruGranth_page_398.txt,004,0.217584
GuruGranth_page_398.txt,006,0.198156
GuruGranth_page_398.txt,001,0.178758
Bible_page_42.txt,002,0.605273
Bible_page_42.txt,032,0.192478
Bible_page_42.txt,019,0.174157
Bible_page_42.txt,013,0.028092
GuruGranth_page_1224.txt,001,0.48745
GuruGranth_page_1224.txt,012,0.256139
GuruGranth_page_1224.txt,006,0.161026
GuruGranth_page_1224.txt,021,0.095385
GuruGranth_page_1033.txt,004,0.62707
GuruGranth_page_1033.txt,021,0.12489
GuruGranth_page_1033.txt,012,0.086211
GuruGranth_page_1033.txt,001,0.070697
GuruGranth_page_1033.txt,007,0.051466
GuruGranth_page_1033.txt,003,0.039665
Bible_page_708.txt,009,0.301343
Bible_page_708.txt,029,0.243803
Bible_page_708.txt,014,0.206569
Bible_page_708.txt,005,0.160425
Bible_page_708.txt,013,0.08786
Gita_page_106.txt,007,0.474373
Gita_page_106.txt,003,0.242685
Gita_page_106.txt,015,0.17032
Gita_page_106.txt,000,0.112622
Bible_page_2355.txt,011,0.905445
Bible_page_2355.txt,003,0.094555
GuruGranth_page_870.txt,012,0.731201
GuruGranth_page_870.txt,006,0.123497
GuruGranth_page_870.txt,001,0.080028
GuruGranth_page_870.txt,003,0.065273
Bible_page_1011.txt,005,0.335666
Bible_page_1011.txt,025,0.279248
Bible_page_1011.txt,009,0.188368
Bible_page_1011.txt,023,0.109139
Bible_page_1011.txt,003,0.060277
Bible_page_1011.txt,008,0.027302
Bible_page_2092.txt,024,0.612414
Bible_page_2092.txt,010,0.345836
Bible_page_2092.txt,001,0.041749
Bible_page_1127.txt,003,0.525828
Bible_page_1127.txt,018,0.346209
Bible_page_1127.txt,020,0.073533
Bible_page_1127.txt,000,0.043851
Bible_page_1127.txt,015,0.010579
Bible_page_1179.txt,000,0.796351
Bible_page_1179.txt,010,0.203649
GuruGranth_page_902.txt,012,0.490091
GuruGranth_page_902.txt,004,0.266797
GuruGranth_page_902.txt,007,0.108991
GuruGranth_page_902.txt,006,0.077079
GuruGranth_page_902.txt,001,0.057042
Bible_page_2442.txt,016,0.531374
Bible_page_2442.txt,025,0.30256
Bible_page_2442.txt,003,0.166066
GuruGranth_page_941.txt,004,0.753667
GuruGranth_page_941.txt,012,0.168775
GuruGranth_page_941.txt,021,0.039986
GuruGranth_page_941.txt,007,0.034146
GuruGranth_page_941.txt,006,0.003426
GuruGranth_page_1244.txt,004,0.469383
GuruGranth_page_1244.txt,012,0.265172
GuruGranth_page_1244.txt,003,0.139741
GuruGranth_page_1244.txt,001,0.125703
Bible_page_1612.txt,005,0.930993
Bible_page_1612.txt,000,0.069007
Bible_page_1124.txt,018,0.618528
Bible_page_1124.txt,015,0.188525
Bible_page_1124.txt,003,0.138052
Bible_page_1124.txt,028,0.054895
Bible_page_2132.txt,024,0.534712
Bible_page_2132.txt,020,0.250531
Bible_page_2132.txt,008,0.132853
Bible_page_2132.txt,013,0.081904
Bible_page_2472.txt,011,0.370348
Bible_page_2472.txt,020,0.275201
Bible_page_2472.txt,015,0.206472
Bible_page_2472.txt,010,0.147978
Bible_page_489.txt,017,0.536184
Bible_page_489.txt,019,0.389233
Bible_page_489.txt,016,0.074583
GuruGranth_page_1237.txt,004,0.634984
GuruGranth_page_1237.txt,006,0.280309
GuruGranth_page_1237.txt,007,0.084707
Bible_page_1344.txt,017,0.325552
Bible_page_1344.txt,010,0.318989
Bible_page_1344.txt,025,0.273762
Bible_page_1344.txt,000,0.081697
Gita_page_22.txt,007,0.943439
Gita_page_22.txt,003,0.056561
Bible_page_1653.txt,005,0.822969
Bible_page_1653.txt,014,0.169039
Bible_page_1653.txt,002,0.007991
Bible_page_745.txt,029,0.741966
Bible_page_745.txt,003,0.258034
GuruGranth_page_656.txt,012,0.554102
GuruGranth_page_656.txt,021,0.202932
GuruGranth_page_656.txt,014,0.122234
GuruGranth_page_656.txt,006,0.069447
GuruGranth_page_656.txt,003,0.033758
GuruGranth_page_656.txt,001,0.017528
GuruGranth_page_1205.txt,021,0.473333
GuruGranth_page_1205.txt,001,0.286875
GuruGranth_page_1205.txt,006,0.143873
GuruGranth_page_1205.txt,004,0.09592
Bible_page_2394.txt,020,0.604159
Bible_page_2394.txt,000,0.395841
Bible_page_922.txt,009,0.619828
Bible_page_922.txt,015,0.380172
Bible_page_2643.txt,010,0.414204
Bible_page_2643.txt,028,0.207256
Bible_page_2643.txt,015,0.12907
Bible_page_2643.txt,002,0.115033
Bible_page_2643.txt,024,0.082917
Bible_page_2643.txt,006,0.05152
Bible_page_411.txt,009,0.383369
Bible_page_411.txt,002,0.34546
Bible_page_411.txt,019,0.271171
GuruGranth_page_347.txt,004,0.496848
GuruGranth_page_347.txt,021,0.279617
GuruGranth_page_347.txt,012,0.124667
GuruGranth_page_347.txt,001,0.094916
GuruGranth_page_347.txt,006,0.003952
Bible_page_2192.txt,000,0.343817
Bible_page_2192.txt,024,0.292222
Bible_page_2192.txt,014,0.175583
Bible_page_2192.txt,016,0.117085
Bible_page_2192.txt,031,0.071294
Gita_page_128.txt,007,0.911102
Gita_page_128.txt,012,0.049764
Gita_page_128.txt,010,0.039135
GuruGranth_page_1036.txt,004,0.585184
GuruGranth_page_1036.txt,012,0.215642
GuruGranth_page_1036.txt,010,0.110725
GuruGranth_page_1036.txt,007,0.088449
Bible_page_996.txt,023,0.896087
Bible_page_996.txt,014,0.103913
Bible_page_195.txt,033,0.59977
Bible_page_195.txt,013,0.40023
Bible_page_164.txt,017,0.733961
Bible_page_164.txt,008,0.166382
Bible_page_164.txt,009,0.099657
Bible_page_2028.txt,024,0.634302
Bible_page_2028.txt,014,0.147806
Bible_page_2028.txt,016,0.134734
Bible_page_2028.txt,020,0.083158
Bible_page_2169.txt,024,0.550368
Bible_page_2169.txt,003,0.449632
Bible_page_492.txt,027,0.471899
Bible_page_492.txt,009,0.273293
Bible_page_492.txt,010,0.254809
Bible_page_2311.txt,011,0.642101
Bible_page_2311.txt,003,0.226128
Bible_page_2311.txt,024,0.073248
Bible_page_2311.txt,030,0.058523
GuruGranth_page_390.txt,006,0.451545
GuruGranth_page_390.txt,001,0.415132
GuruGranth_page_390.txt,012,0.133322
Bible_page_1108.txt,014,0.643377
Bible_page_1108.txt,003,0.251795
Bible_page_1108.txt,032,0.081146
Bible_page_1108.txt,000,0.023681
Bible_page_1143.txt,000,0.86431
Bible_page_1143.txt,010,0.108548
Bible_page_1143.txt,013,0.027142
GuruGranth_page_369.txt,006,0.566422
GuruGranth_page_369.txt,012,0.172456
GuruGranth_page_369.txt,021,0.160866
GuruGranth_page_369.txt,007,0.100256
Bible_page_1811.txt,002,0.903246
Bible_page_1811.txt,027,0.073541
Bible_page_1811.txt,005,0.023212
Bible_page_698.txt,029,0.738244
Bible_page_698.txt,014,0.261756
Bible_page_1061.txt,018,0.698066
Bible_page_1061.txt,015,0.148638
Bible_page_1061.txt,013,0.111283
Bible_page_1061.txt,006,0.042013
GuruGranth_page_1119.txt,001,0.551238
GuruGranth_page_1119.txt,006,0.21447
GuruGranth_page_1119.txt,021,0.143267
GuruGranth_page_1119.txt,012,0.091024
Bible_page_2337.txt,011,0.431899
Bible_page_2337.txt,024,0.246792
Bible_page_2337.txt,010,0.1623
Bible_page_2337.txt,001,0.092532
Bible_page_2337.txt,014,0.066477
Bible_page_765.txt,029,0.510129
Bible_page_765.txt,018,0.309973
Bible_page_765.txt,013,0.179897
Bible_page_293.txt,019,0.401793
Bible_page_293.txt,016,0.328684
Bible_page_293.txt,000,0.148588
Bible_page_293.txt,002,0.120935
GuruGranth_page_1400.txt,021,0.832956
GuruGranth_page_1400.txt,012,0.112806
GuruGranth_page_1400.txt,001,0.054238
Quran_page_84.txt,030,0.825582
Quran_page_84.txt,006,0.10057
Quran_page_84.txt,000,0.073848
GuruGranth_page_464.txt,012,0.386016
GuruGranth_page_464.txt,004,0.22951
GuruGranth_page_464.txt,021,0.127221
GuruGranth_page_464.txt,003,0.116348
GuruGranth_page_464.txt,010,0.092568
GuruGranth_page_464.txt,006,0.041048
GuruGranth_page_464.txt,000,0.004513
GuruGranth_page_464.txt,007,0.002775
Bible_page_562.txt,009,0.568286
Bible_page_562.txt,002,0.396417
Bible_page_562.txt,018,0.035297
Quran_page_33.txt,030,0.772585
Quran_page_33.txt,016,0.084234
Quran_page_33.txt,020,0.046784
Quran_page_33.txt,003,0.038659
Quran_page_33.txt,001,0.035797
Quran_page_33.txt,000,0.02194
Bible_page_2491.txt,020,0.51455
Bible_page_2491.txt,011,0.33027
Bible_page_2491.txt,010,0.085129
Bible_page_2491.txt,016,0.070051
GuruGranth_page_1386.txt,012,0.387144
GuruGranth_page_1386.txt,001,0.195652
GuruGranth_page_1386.txt,021,0.175233
GuruGranth_page_1386.txt,006,0.172565
GuruGranth_page_1386.txt,003,0.069406
GuruGranth_page_795.txt,004,0.433733
GuruGranth_page_795.txt,021,0.315766
GuruGranth_page_795.txt,012,0.199938
GuruGranth_page_795.txt,006,0.033868
GuruGranth_page_795.txt,001,0.016695
Bible_page_334.txt,017,0.375108
Bible_page_334.txt,002,0.326978
Bible_page_334.txt,008,0.223152
Bible_page_334.txt,013,0.074763
Bible_page_1658.txt,005,0.423967
Bible_page_1658.txt,027,0.224652
Bible_page_1658.txt,002,0.181353
Bible_page_1658.txt,013,0.165953
Bible_page_1658.txt,022,0.004076
Bible_page_151.txt,019,0.447694
Bible_page_151.txt,017,0.365042
Bible_page_151.txt,003,0.187264
Bible_page_743.txt,009,0.433819
Bible_page_743.txt,029,0.310834
Bible_page_743.txt,008,0.211998
Bible_page_743.txt,018,0.043349
Bible_page_219.txt,034,0.734339
Bible_page_219.txt,028,0.265661
Bible_page_159.txt,025,0.301151
Bible_page_159.txt,002,0.290868
Bible_page_159.txt,019,0.15499
Bible_page_159.txt,013,0.137387
Bible_page_159.txt,010,0.115604
Bible_page_1353.txt,025,0.925169
Bible_page_1353.txt,000,0.074831
Quran_page_94.txt,030,0.793071
Quran_page_94.txt,008,0.082936
Quran_page_94.txt,004,0.063485
Quran_page_94.txt,000,0.060507
Bible_page_2595.txt,000,0.539801
Bible_page_2595.txt,011,0.181509
Bible_page_2595.txt,020,0.174075
Bible_page_2595.txt,001,0.104614
Bible_page_210.txt,028,0.559568
Bible_page_210.txt,017,0.440432
Bible_page_2313.txt,016,0.430382
Bible_page_2313.txt,022,0.280634
Bible_page_2313.txt,011,0.193806
Bible_page_2313.txt,020,0.095178
GuruGranth_page_1348.txt,012,0.581498
GuruGranth_page_1348.txt,021,0.224839
GuruGranth_page_1348.txt,001,0.066318
GuruGranth_page_1348.txt,003,0.064403
GuruGranth_page_1348.txt,030,0.062942
Bible_page_444.txt,013,0.592293
Bible_page_444.txt,027,0.32041
Bible_page_444.txt,019,0.087297
Bible_page_2201.txt,024,0.49259
Bible_page_2201.txt,003,0.258849
Bible_page_2201.txt,005,0.180288
Bible_page_2201.txt,011,0.068273
Bible_page_361.txt,009,0.912591
Bible_page_361.txt,001,0.087409
Bible_page_1574.txt,005,0.375118
Bible_page_1574.txt,022,0.296577
Bible_page_1574.txt,010,0.216007
Bible_page_1574.txt,002,0.112298
Bible_page_1275.txt,000,0.477655
Bible_page_1275.txt,025,0.21364
Bible_page_1275.txt,027,0.156483
Bible_page_1275.txt,002,0.152223
Bible_page_1639.txt,005,0.863833
Bible_page_1639.txt,002,0.136167
Bible_page_1181.txt,000,0.933758
Bible_page_1181.txt,024,0.060239
Bible_page_1181.txt,022,0.006003
Bible_page_1829.txt,005,0.76509
Bible_page_1829.txt,019,0.129922
Bible_page_1829.txt,000,0.104988
Bible_page_1799.txt,002,0.602027
Bible_page_1799.txt,013,0.345272
Bible_page_1799.txt,005,0.052701
GuruGranth_page_116.txt,004,0.798598
GuruGranth_page_116.txt,012,0.098446
GuruGranth_page_116.txt,006,0.054308
GuruGranth_page_116.txt,007,0.048648
Bible_page_2396.txt,020,0.911313
Bible_page_2396.txt,016,0.088687
Bible_page_1980.txt,005,0.794128
Bible_page_1980.txt,010,0.205872
GuruGranth_page_998.txt,012,0.479175
GuruGranth_page_998.txt,001,0.454054
GuruGranth_page_998.txt,007,0.059531
GuruGranth_page_998.txt,003,0.00724
Gita_page_89.txt,007,0.951603
Gita_page_89.txt,015,0.048397
Bible_page_2210.txt,016,0.591995
Bible_page_2210.txt,020,0.408005
GuruGranth_page_1296.txt,021,0.651034
GuruGranth_page_1296.txt,001,0.218462
GuruGranth_page_1296.txt,012,0.113349
GuruGranth_page_1296.txt,006,0.017155
Bible_page_931.txt,015,0.602634
Bible_page_931.txt,029,0.233375
Bible_page_931.txt,009,0.125353
Bible_page_931.txt,014,0.038638
Bible_page_1532.txt,010,0.637631
Bible_page_1532.txt,005,0.292356
Bible_page_1532.txt,002,0.070014
Bible_page_1642.txt,005,0.756203
Bible_page_1642.txt,002,0.243797
GuruGranth_page_1272.txt,006,0.618235
GuruGranth_page_1272.txt,012,0.137947
GuruGranth_page_1272.txt,004,0.134255
GuruGranth_page_1272.txt,021,0.109564
GuruGranth_page_615.txt,021,0.538371
GuruGranth_page_615.txt,001,0.329167
GuruGranth_page_615.txt,012,0.132461
Bible_page_1012.txt,023,0.932844
Bible_page_1012.txt,009,0.067156
GuruGranth_page_121.txt,004,0.852532
GuruGranth_page_121.txt,021,0.114839
GuruGranth_page_121.txt,006,0.032629
Bible_page_997.txt,009,0.233598
Bible_page_997.txt,014,0.229618
Bible_page_997.txt,015,0.169572
Bible_page_997.txt,023,0.161272
Bible_page_997.txt,033,0.128464
Bible_page_997.txt,028,0.077477
Bible_page_876.txt,009,0.567764
Bible_page_876.txt,005,0.218478
Bible_page_876.txt,023,0.213758
GuruGranth_page_571.txt,021,0.801076
GuruGranth_page_571.txt,006,0.100871
GuruGranth_page_571.txt,004,0.098053
Bible_page_1757.txt,000,0.583869
Bible_page_1757.txt,013,0.212428
Bible_page_1757.txt,002,0.203703
Bible_page_714.txt,029,0.579639
Bible_page_714.txt,009,0.228061
Bible_page_714.txt,015,0.1923
Bible_page_1167.txt,000,0.769256
Bible_page_1167.txt,010,0.230744
Taoist_page_103.txt,031,0.641378
Taoist_page_103.txt,007,0.358622
Bible_page_18.txt,010,0.650979
Bible_page_18.txt,003,0.349021
Quran_page_92.txt,030,0.654763
Quran_page_92.txt,002,0.20551
Quran_page_92.txt,003,0.1372
Quran_page_92.txt,008,0.002528
Taoist_page_32.txt,031,0.891104
Taoist_page_32.txt,007,0.108896
Bible_page_1035.txt,023,0.24111
Bible_page_1035.txt,003,0.209318
Bible_page_1035.txt,015,0.207534
Bible_page_1035.txt,014,0.173248
Bible_page_1035.txt,033,0.105796
Bible_page_1035.txt,034,0.062994
Bible_page_858.txt,014,0.769034
Bible_page_858.txt,023,0.100914
Bible_page_858.txt,009,0.066757
Bible_page_858.txt,033,0.063294
Bible_page_1527.txt,005,0.477526
Bible_page_1527.txt,003,0.233716
Bible_page_1527.txt,029,0.159808
Bible_page_1527.txt,013,0.12895
Bible_page_850.txt,018,0.799847
Bible_page_850.txt,022,0.126202
Bible_page_850.txt,023,0.073951
GuruGranth_page_1414.txt,004,0.491845
GuruGranth_page_1414.txt,021,0.232572
GuruGranth_page_1414.txt,006,0.170868
GuruGranth_page_1414.txt,012,0.057544
GuruGranth_page_1414.txt,000,0.04717
GuruGranth_page_107.txt,021,0.384129
GuruGranth_page_107.txt,001,0.330706
GuruGranth_page_107.txt,004,0.187571
GuruGranth_page_107.txt,012,0.09536
GuruGranth_page_107.txt,006,0.002234
Bible_page_1028.txt,018,0.310591
Bible_page_1028.txt,015,0.28977
Bible_page_1028.txt,009,0.250922
Bible_page_1028.txt,023,0.148717
GuruGranth_page_760.txt,001,0.334422
GuruGranth_page_760.txt,006,0.29013
GuruGranth_page_760.txt,004,0.228428
GuruGranth_page_760.txt,012,0.14702
Bible_page_247.txt,017,0.880059
Bible_page_247.txt,013,0.088547
Bible_page_247.txt,033,0.031393
GuruGranth_page_1269.txt,021,0.564585
GuruGranth_page_1269.txt,004,0.206504
GuruGranth_page_1269.txt,001,0.129588
GuruGranth_page_1269.txt,012,0.092636
GuruGranth_page_1269.txt,006,0.006686
Gita_page_129.txt,007,0.941371
Gita_page_129.txt,015,0.058629
Bible_page_1623.txt,005,0.706315
Bible_page_1623.txt,000,0.250152
Bible_page_1623.txt,006,0.043533
Bible_page_620.txt,002,0.594565
Bible_page_620.txt,006,0.288706
Bible_page_620.txt,003,0.11673
GuruGranth_page_774.txt,004,0.497432
GuruGranth_page_774.txt,006,0.338813
GuruGranth_page_774.txt,012,0.093953
GuruGranth_page_774.txt,001,0.069802
Bible_page_1749.txt,022,0.452589
Bible_page_1749.txt,000,0.309947
Bible_page_1749.txt,005,0.237464
GuruGranth_page_396.txt,004,0.237798
GuruGranth_page_396.txt,021,0.210059
GuruGranth_page_396.txt,012,0.202814
GuruGranth_page_396.txt,006,0.198091
GuruGranth_page_396.txt,001,0.151238
Bible_page_2588.txt,000,0.596131
Bible_page_2588.txt,020,0.163536
Bible_page_2588.txt,011,0.141144
Bible_page_2588.txt,016,0.09919
Gita_page_30.txt,007,0.825263
Gita_page_30.txt,002,0.174737
Taoist_page_11.txt,007,0.959489
Taoist_page_11.txt,031,0.040512
Bible_page_221.txt,028,0.971458
Bible_page_221.txt,013,0.028542
Bible_page_2417.txt,011,0.754085
Bible_page_2417.txt,020,0.245914
Bible_page_1649.txt,005,0.741807
Bible_page_1649.txt,003,0.13246
Bible_page_1649.txt,014,0.125733
Bible_page_1431.txt,000,0.942638
Bible_page_1431.txt,005,0.057362
Bible_page_1591.txt,005,0.531151
Bible_page_1591.txt,014,0.195451
Bible_page_1591.txt,006,0.149975
Bible_page_1591.txt,000,0.123423
